Natural Hazards,3,
climate change scenarios,3,
Last Glacial Maximum,3,
anthropogenic warming,3,
protected area network,3,
Townsend Peterson,2,
ecosystem types,2,
ice cover,2,
water temperature profiles,2,
wildlife diseases,2,
bats,2,
ponds,2,
lemuroid ringtail possum,2,
Bramble Cay melomys,2,
storm surge,2,
genetic changes,2,
increased,2,
thermal habitat,2,
savannah,2,
Timber cutting,2,
tree death,2,
global ecosystem service,2,
soils,2,
unextracted fossil fuels,2,
ecosystem carbon stocks,2,
adaptation planning,2,
global land,2,
extinction projections,2,
treeless tundra,2,
peatland drying,2,
carbon dioxide fluxes,2,
ecosystem protection,2,
heterogeneity,2,
management intervention,2,
genetic adaptation,2,
global extinctions,2,
local knowledge,2,
anthropogenic pressures,2,
flood risk management,2,
food supply,2,
wood,2,
aquatic ecosystems,2,
migration patterns,2,
global mean temperatures,2,
key ecosystems,2,
evolutionary processes,2,
invasive alien species,2,
coastal regions,2,
FAO,2,
Intergovernmental Platform,2,
ecosystem states,2,
tipping points,2,
dec,2,
soil formation,2,
cultural services,2,
quality of life,2,
Global Biodiversity Assessment,2,
ecological changes,2,
Ocean acidification,2,
changes,2,
pixel area,2,
global level,2,
river flow,2,
rising sea levels,2,
Extreme,2,
disturbance regime,2,
evolutionary history,2,
compounding events,2,
changing rainfall patterns,2,
dispersal ability,2,
surface temperature,2,
inland standing waters,2,
aquatic insects,2,
human activity,2,
lake surface waters,2,
Data sources,2,
north temperate lakes,2,
nutrient dynamics,2,
water storage variation,2,
broad geographic regions,2,
surface water extent,2,
flow regimes,2,
intermittent winter ice cover,2,
river ice duration,2,
woody debris,2,
food sources,2,
deserts,2,
farming,2,
biota,2,
river geomorphology,2,
phytoplankton communities,2,
fish communities,2,
lake mixing regimes,2,
evaporation,2,
wetland,2,
natural communities,2,
extreme event,2,
northeast Pacific,2,
MHWs,2,
physiological thresholds,2,
recruitment,2,
maximum air temperatures,2,
Antarctica,2,
Wisconsin lakes,2,
drought extremes,2,
life cycle,2,
resistance,2,
range edges,2,
extreme heat events,2,
early warning system,2,
wildlife management,2,
corals,2,
omes,2,
terrestrial systems,2,
elevational range shifts,2,
local population extinctions,2,
forest pests,2,
western spruce budworm,2,
coregonids,2,
smelt,2,
Idaho,2,
Range contractions,2,
community turnover,2,
temperature extremes,2,
local extinction rates,2,
local extinctions,2,
populations,2,
museum specimens,2,
plant species,2,
community change,2,
local richness,2,
homogenization,2,
community composition,2,
regional warming,2,
community composition changes,2,
range shift,2,
simplified food web structures,2,
mechanistic understanding,2,
ch,2,
growing seasons,2,
seabirds,2,
continents,2,
global warming hiatus,2,
farmers,2,
spring warming,2,
winter chilling,2,
autumn senescence,2,
autumn phenologies,2,
Austria,2,
breeding phenology,2,
survival,2,
body mass,2,
habitat,2,
climate niche breadth,2,
range limit shift,2,
trailing elevational edges,2,
dry range edges,2,
maximum temperature,2,
spawning,2,
growing season,2,
reduced ice cover,2,
prolonged thermal stratification,2,
migration,2,
reproduction,2,
vernalisation,2,
winter warming,2,
terrestrial animals,2,
Lepidoptera,2,
upper thermal limits,2,
colour changes,2,
selection,2,
metabolism,2,
fresh waters,2,
melanism,2,
phenotypic diversity,2,
North American migratory birds,2,
physiological constraints,2,
geographic patterns,2,
disease vectors,2,
non-climatic drivers,2,
geographic distribution,2,
domestic animals,2,
health care,2,
socioeconomic status,2,
helminths,2,
bacteria,2,
helminth pathogens,2,
parasitism,2,
chytridiomycosis,2,
chytrid infection,2,
elevational distribution,2,
biological invasion,2,
phenological change,2,
range margins,2,
Drosophila melanogaster,2,
genetic variation,2,
endangered wildlife,2,
private landowners,2,
animal communities,2,
wildlife trade,2,
zoonoses,2,
Baltic States,2,
albopictus,2,
spiritual value,2,
One Biosecurity,2,
Ebola,2,
West Nile fever,2,
factors,2,
bi,2,
grassland systems,2,
biome shift,2,
upslope shifts,2,
Russia,2,
poleward forest shifts,2,
plants,2,
shrub growth,2,
CO2 levels,2,
leaf area,2,
herbaceous production,2,
heavy grazing,2,
vegetation mortality,2,
reduced vegetation cover,2,
water deficit,2,
functional composition,2,
F,2,
holm oak,2,
Italy,2,
plant cover,2,
temporal variation,2,
fuel aridity,2,
tropical savannas,2,
forest expansion,2,
UC,2,
woody expansion,2,
alpine grasslands,2,
grassland productivity,2,
tropical forest cover,2,
central Amazon,2,
African forests,2,
carbon sink saturation,2,
forest fragmentation,2,
causal factors,2,
net primary productivity,2,
fire prevention,2,
forest species composition,2,
forest plantations,2,
mining,2,
prolonged dry seasons,2,
haze pollution,2,
regional,2,
large,2,
peat oxidation,2,
carbon accumulation,2,
plant communities,2,
peat accumulation,2,
anthropogenic disturbance,2,
robust,2,
warmer,2,
moose,2,
tundra ecosystems,2,
permafrost thawing,2,
forestry practices,2,
tropical areas,2,
livestock pastures,2,
coarse woody debris,2,
small trees,2,
fire frequencies,2,
deciduous forests,2,
northern Australia,2,
doubled burned area,2,
human factors,2,
intensification,2,
human influence,2,
southeastern Australia,2,
grass cover,2,
Portugal,2,
forestation,2,
fire weather season,2,
fire weather conditions,2,
background mortality,2,
tropical trees,2,
baobab trees,2,
cork oaks,2,
bark beetle infestations,2,
increased temperatures,2,
European countries,2,
detritivores,2,
cosystem,2,
carbon density,2,
tropical rainforest,2,
vegetation carbon stocks,2,
spatial variability,2,
humid tropics,2,
degradation,2,
oil palm plantations,2,
mangrove forests,2,
gross primary productivity,2,
Global terrestrial NPP,2,
subtropical regions,2,
longevity,2,
NPP,2,
GPP,2,
cyanobacteria blooms,2,
autotrophs,2,
weather conditions,2,
lake morphology,2,
biotic interactions,2,
grassland ecosystems,2,
Non-climate factors,2,
urban area,2,
permafrost areas,2,
growing,2,
precipitation patterns,2,
emission scenarios,2,
general circulation models,2,
Mechanistic models,2,
topographic diversity,2,
confidence statements,2,
range loss,2,
stressors,2,
extinctions,2,
freshwater wetlands,2,
range expansions,2,
turtles,2,
Albertine Rift,2,
demography,2,
AR4,2,
GSAT warming,2,
local biodiversity loss,2,
landcover layer,2,
habitat destruction,2,
burning embers diagram,2,
quantile regression,2,
GSAT increase,2,
grasses,2,
frogs,2,
2°C,2,
4°C,2,
mass extinction,2,
species survival,2,
Lyme disease,2,
socioeconomic conditions,2,
dynamic global vegetation models,2,
global carbon budgets,2,
multiple,2,
air quality,2,
atmospheric,2,
canopy structure,2,
robustness,2,
ecosystem shifts,2,
Morocco,2,
Sonoran Desert ecosystems,2,
extreme fire weather,2,
extreme wildfire events,2,
simulation,2,
tropical forest biome,2,
Brazilian Cerrado,2,
natural areas,2,
temperate species,2,
subtropical Americas,2,
species abundance,2,
biogeochemical cycles,2,
oil palm,2,
acacia,2,
rubber plantations,2,
Yunnan Province,2,
deciduous trees,2,
east Siberian taiga,2,
peatland area,2,
CO2 fertilisation effect,2,
climate system,2,
high northern latitudes,2,
vegetation models,2,
simulations,2,
Amazon forest loss,2,
plant functional groups,2,
woody plant growth,2,
projections,2,
soil carbon stocks,2,
projected risks,2,
human pressure,2,
US national parks,2,
US,2,
climate change scenario,2,
Egypt,2,
freshwater protected areas,2,
river reaches,2,
integrated protection,2,
climate change refugia,2,
global mean fire frequency,2,
carcinogenic trihalomethanes,2,
population growth,2,
human population growth,2,
human exposure,2,
global temperature increase,2,
high fire probability,2,
tipping point,2,
South Wales,2,
sparse tree cover,2,
Amazon rainforests,2,
physiological traits,2,
carbon budget,2,
permafrost regions,2,
permafrost area extent,2,
deep,2,
surface hydrology,2,
northern latitudes,2,
savanna ecosystems,2,
Australian savannas,2,
treeless areas,2,
carbon flux,2,
animal composition,2,
trophic cascades,2,
herbivores,2,
roughness,2,
climate system dynamics,2,
vegetation growth,2,
climate feedback,2,
water management,2,
climate feedbacks,2,
biophysical feedbacks,2,
respiration,2,
exposed sediments,2,
water retention time,2,
lake stratification,2,
ebullition,2,
ecosystem productivity,2,
land ecosystems,2,
land surface temperature,2,
drinking water quality,2,
water scarcity,2,
groundwater recharge,2,
lake ice,2,
lake warming,2,
water use,2,
hydropower,2,
snowpack,2,
ecosystem structure change,2,
key risks,2,
extreme climate events,2,
tropical grassy ecosystems,2,
extreme temperatures,2,
wood production,2,
R,2,
transitions,2,
natural regeneration,2,
GMST,2,
prescribed burning,2,
infrastructure expansion,2,
natural spaces,2,
happiness,2,
sequestration,2,
adaptation strategy,2,
Biological Diversity,2,
NbS,2,
ecosystem service provision,2,
evolutionary adaptation,2,
ecosystem degradation,2,
terrestrial habitats,2,
Wetland restoration,2,
native herbivores,2,
Assisted translocation,2,
Ex situ conservation,2,
habitat patches,2,
microclimate conditions,2,
biological communities,2,
benthic invertebrates,2,
evaporative cooling,2,
evidence base,2,
Natural flood management,2,
fish stocks,2,
coral reefs,2,
oyster reefs,2,
Local climate regulation,2,
precipitation regimes,2,
local nature reserves,2,
control,2,
natural fire regimes,2,
native grassland species,2,
drought frequency,2,
agreement,2,
hydrological services,2,
NFM,2,
green roofs,2,
ENCA,2,
Hawaiian honeycreepers,2,
avian malaria,2,
epidemics,2,
ciguatera fish poisoning,2,
West Nile virus,2,
cattle,2,
sanitation,2,
coastal Vibrio cholerae,2,
water access,2,
public health conditions,2,
outbreaks,2,
malaria control,2,
V,2,
outheast Asia,2,
Mediterranean regions,2,
southern,2,
Vibrio infections,2,
Chesapeake Bay,2,
financial resources,2,
ecosystem restoration projects,2,
habitat creation,2,
geographic breeding range,2,
Chamaecrista fasciculata,2,
Chequered Skipper,2,
Belgium,2,
conservation purposes,2,
glacial retreat,2,
species distribution,2,
Andean pastoralists,2,
Vicuña,2,
indigenous communities,2,
pastoralists,2,
penguins,2,
food resources,2,
breeding colonies,2,
natural vegetation,2,
African penguin chicks,2,
rehabilitation,2,
Pleistocene,2,
Holocene,2,
spatial analyses,2,
plant species composition,2,
TWWHA,2,
pencil pine,2,
Bhojtal,2,
degraded peatlands,2,
healthy ecosystems,2,
mitigation value,2,
GHGs,2,
sustainable use,2,
forested areas,2,
natural forest ecosystems,2,
Cambodia,2,
adaptive management pathways,2,
native biodiversity,2,
regime shifts,2,
ecosystem goods,2,
landscape planning,2,
regulation,2,
soil health,2,
synergies,2,
organic agriculture,2,
soil carbon,2,
climatic variability,2,
food systems,2,
climate stress,2,
Atlantic Forest,2,
organic farming,2,
climate scenarios,2,
investment,2,
food production,2,
uncertainties,2,
forest,2,
coastal protection,2,
stormwater absorption,2,
rangelands,2,
dairy production,2,
medicinal plants,2,
fuel wood,2,
flood management,2,
transpiration,2,
mental health,2,
greenhouse gases,2,
Mac,2,
Transparency,2,
adaptation options,2,
monitoring,2,
renewable energy,2,
BECCS,2,
European birds,2,
stream flow,2,
food,2,
non-forested ecosystems,2,
functional traits,2,
southeast Australia,2,
physiological mechanisms,2,
Peninsular Malaysia,2,
and Emergency Service Authorities Council,2,
California drought,2,
BMC Infectious Diseases,2,
Agricultural Systems,2,
tree cover,2,
biodiversity hotspot,2,
spruce beetle outbreak,2,
Great Lakes water levels,2,
Great Lakes Research,2,
peat swamp forest,2,
Drained Tropical Peatlands,2,
distribution models,2,
large herbivores,2,
megafauna,2,
climatic drivers,2,
Trophic rewilding,2,
monocultures,2,
carbon burial,2,
interannual variability,2,
Southern Great Plains,2,
marine protected areas,2,
species distribution models,2,
Defaunation,2,
Bioscience,2,
Preventive Veterinary Medicine,2,
invasive plant species,2,
multiple stressors,2,
E,2,
Environmental Factors,2,
forest landscapes,2,
Vegetation fires,2,
Ecosystem Collapse,2,
Malaria Transmission,2,
Semiarid Ecosystems,2,
Western US,2,
International Journal,2,
Batrachochytrium dendrobatidis,2,
cacao agroforestry systems,2,
Heredity,2,
southern Amazonia,2,
Bushmeat,2,
plant species richness,2,
tree community,2,
Amazon carbon sink,2,
tropical forest fragmentation,2,
Mojave Desert,2,
Environmental Modelling,2,
heatwave,2,
evidence directory,2,
drylands,2,
American Geographers,2,
Anthropogenic influence,2,
tropical forest degradation,2,
Java,2,
community responses,2,
New York Academy of Sciences,2,
Yale University Press,2,
nature connectedness,2,
Medical Microbiology,2,
mountain summits,2,
Argentina,2,
Climate change vulnerability,2,
IUCN Species Survival Commission,2,
health risks,2,
Land tenure,2,
research,2,
AEDES,2,
Inner Mongolia,2,
conservation status,2,
Physical Science Basis,2,
Insect Science,2,
South African savanna,2,
life stage,2,
range contraction,2,
The Lancet Planetary Health,2,
organic soils,2,
Conservation Physiology,2,
Soil Biology,2,
forest fire,2,
conservation priorities,2,
biodiversity change,2,
Vibrio parahaemolyticus,2,
climatic conditions,2,
planetary health,2,
Anolis lizards,2,
sustainable agriculture,2,
Ethiopia,2,
malaria vectors,2,
altitudinal distribution,2,
Risk factors,2,
tropical peatland restoration,2,
Hydrobiology,2,
Australian wildfires,2,
Natural climate solutions,2,
CRC Press,2,
global forests,2,
foraging,2,
Global Fire Activity,2,
Environmental Health,2,
eThekwini Municipality,2,
Forest Entomology,2,
ions,2,
climate variation,2,
cities,2,
